id,utterance,context_last,utt_sentiment,context_sentiment,irony_gap,show
2_152,Your makeup?,"Are you referring to my man's bag? At first it I thought it just look good. But its practical too, check it out! Its got compartments for all your stuff. Your wallet, your key, your addressbook.",0.0,0.3054,-0.3054,FRIENDS
2_15,I'm sorry man there is never a good time to have to .. Stop catching on fire.,"When I had insurance I could get hit by a bus or catch on fire, it wouldn't matter. Now I got to be careful?",-0.7435,-0.2201,-0.5234000000000001,FRIENDS
2_421,Joey's got a really bad hernia but its nothing that a laser eye surgery wont fix,"Thank you, but it would take me forever to pay  you that money back and I don't want that hanging on my head. Besides, soon as my insurance kicks in I' ll all the free operations I want. T'll probably start with that laser eye surgery.",-0.3392,0.6924,-1.0316,FRIENDS
2_586,"See now that I see crying over, but Bambi, is a cartoon.","You know whats sadder than this? Bambi. I cried for three days with that movie. No wait two, cause on the thrid day my mother killed herself, so I was partly crying for that.",-0.2617,-0.9383,0.6766000000000001,FRIENDS
2_39,"Oh hurry up, I want to sign that.","Its nothing, just that you can't sue the city incase you scrap your knee or your know get your head blown off.",0.0772,0.0,0.0772,FRIENDS
2_66,"Nice jon Joe, you are quite the craftsman!",I am not finished.,0.4753,-0.3164,0.7917000000000001,FRIENDS
2_310,Well thank God your livelihood doesn't depend on it.,"I don't know Chandler, I am not so good with remembering lines.",0.7579,-0.2092,0.9671000000000001,FRIENDS
2_345,Oh I left them in my bulldozer .. I don't have tools!,Interesting,0.0,0.4019,-0.4019,FRIENDS
2_581,"We were wondering what was taking so long with the gift, but now we understand you were doing this.","Quack quack, quack quack, quack quack.",0.2382,0.0,0.2382,FRIENDS
2_518,Oh tons. I am quite the woodsman.,"Maybe we can lure them out, you know of any bird calls?",0.0,-0.354,0.354,FRIENDS
2_450,If only there was something in your head to control the things you say.,"Remember what happened the last time I did an interview for them? I said I write a lot of my own lines, then the writers got mad and made my character fall down the elevator shaft. So who knows what I might say this time.",0.0,-0.4939,0.4939,FRIENDS
2_567,"Well yes Ross, pressing my third nipple opens the delivery entrance to the magical land of Narnia.","So uh, does it do anything uh special?",0.5859,0.4019,0.184,FRIENDS
2_115,"I am sorry, we donÕt have your sheep.",Hey,-0.0772,0.0,-0.0772,FRIENDS
2_183,"No, rabies.","Hey, shaving?",0.0,0.0,0.0,FRIENDS
2_104,Was that place the sun?,I went to their tanning place your wife suggested.,0.0,0.0,0.0,FRIENDS
2_288,Maybe he was nervous.,"Whoa ostralopificus isn't supposed to be in that display. No, no, Homohabilus was erect, Ostralopificus was never fully erect.",-0.2732,0.0,-0.2732,FRIENDS
2_420,"No you are not Chandler, we still love you Chandler","I don't know. I can't . I just, I can't get her out of my head you know. I am a very bad person. I am a horrible person.",0.4588,-0.3722,0.831,FRIENDS
2_433,I was saying the actual words,And you're afraid you wont be able to fill his shoes,0.0,0.2732,-0.2732,FRIENDS
2_168,Did I wake you?,Are you kidding me? Joey Joey Joey Joey!,0.0,0.1759,-0.1759,FRIENDS
2_155,Great! Now we can do laundry all night. All night laundry!,I have quarters!,0.6892,0.8169,-0.12769999999999992,FRIENDS
2_2,"ThatÕs a good one too Pheebs, now all that I have to do is find a plane load of people whose resolution is to plummet to their deaths",That's a good one. Mine is to pilot a commercial jet.,0.4404,0.4404,0.0,FRIENDS
2_120,"You know some might find it amusing, I myself find it regular.",What an interesting approach to guitar instruction.,0.3818,0.4019,-0.020100000000000007,FRIENDS
2_487,"And Hornswoggle? What? Are you dating a character from ""Fraggle Rock""? Ahh.","I can't take it any more! So you win, okay? Pheebs? Flying a jet? Better make it a spaceship so that you can get back to your home planet! And Ross, phone call for you today. Tom Jones, he wants his pants back!",0.0,0.8962,-0.8962,FRIENDS
2_280,"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?","Okay, I think its time to change somebody's nicotine patch.",-0.835,0.6588,-1.4938,FRIENDS
2_447,It was an accident. Not like I was across the street with a telescope and a box of donuts.,Well what? What were you doing seeing her boobies?,-0.6381,-0.2168,-0.4213,FRIENDS
2_148,"Hey, that's Joincidence with a C",You know what I just realized? Joker is poker with a J. Coincidence?,0.0,0.2168,-0.2168,FRIENDS
2_532,"The Jamestown colony of Virginia. You see King George is giving us the land, so.",Settle what?,0.34,0.0,0.34,FRIENDS
2_443,"Dear god, this parachute is a knapsack","No, what is it? Is there something fundamentally unmarriable about me?",0.5719,0.4306,0.14129999999999998,FRIENDS
2_475,"Oh yeah ok, including the waffles last week, you now owe me, seventeen zillion dollars.","Hey, Chan. Can you help me out here, I promise I'll pay you back.",0.296,0.5574,-0.2614,FRIENDS
2_92,"No, no, I am just looking for a man to draw on me with chalk.",You needs some clothes altered?,0.0,0.504,-0.504,FRIENDS
2_258,"I am telling you, when she leaned back, I could see her brain","Don't tell me, because of the big nostril thing?",0.0,-0.4871,0.4871,FRIENDS
2_376,Me? I am gonna die alone!,Hey Chandler? Monica just broke my sea-shell lamp.,-0.7345,-0.4215,-0.31300000000000006,FRIENDS
2_114,Spanish midgets wrestling Julie! Okay yes I see how they got there.,"Man, I sure miss Julie",0.5983,0.1779,0.42040000000000005,FRIENDS
2_246,"Well, it will probably slow me down at first. But once I am used to the extra weight, I ll get back on track.",You have any idea what this will do to your sex life?,0.1406,-0.8534,0.994,FRIENDS
2_369,"I just have to do one thing, really quickly, its not a big thing  ...  GET UP||","You guys, you know what? it doesn't matter. Because you both have to go get dressed before the big vein in my head pops!",0.0,-0.6159,0.6159,FRIENDS
2_103,"No, this is just part of a daredevil game that I play called wait until last moment before I burst and die",Someone in there?,-0.25,0.0,-0.25,FRIENDS
2_457,"Yes, we all know how cruel a parent can be, about the flatness of a child's pillow.",I just don't wanna give them any more ammunition than they already have.,-0.2732,0.0,-0.2732,FRIENDS
2_112,I think this is probably why Damone smokes in his cell alone.,Smoke away!,-0.25,0.1511,-0.4011,FRIENDS
2_174,Oh! Satan's minions at work again?,And there's five hundred extra dollars in my account.,0.0,0.0,0.0,FRIENDS
2_490,"Maybe it's a contest, you know? Like ""Collect all five"".","I know, I opened it up and it  and there it was just floathing in there, like this tiny little hitchhiker.",0.3612,0.3612,0.0,FRIENDS
2_430,I guess you would know that or else we would be in a predicament room,Listen it's kind of an emergency,0.0,-0.3818,0.3818,FRIENDS
2_434,We can? Ok I am trying that.,You guys can pee standing up.,0.296,0.0,0.296,FRIENDS
2_541,Oh yeah right. And what would my opening line be? Excuse me,Go over to her. She's not with anyone.,0.3612,0.0,0.3612,FRIENDS
2_392,Ah you see perfect might be a problem. Had you said co-dependent or self-destructive.,Because I met somebody who would be perfect for you.,0.25,0.5719,-0.32189999999999996,FRIENDS
2_187,That's so funny because you look more like Joey Tribbiani man slash woman.,"Yes I am, as of today, I am official Joey Tribbiani actor slash model.",0.5975,0.0516,0.5459,FRIENDS
2_113,"No, no the actual cartoon character .. Of course the baloon.",The most unbelievable thing has happened. Underdog has gotten away.,-0.296,0.2716,-0.5676,FRIENDS
2_323,That monkey has got a Ross on its ass!,Hey!,-0.5848,0.0,-0.5848,FRIENDS
2_294,"Oh, um, I don't care!",How do I look?,-0.4442,0.0,-0.4442,FRIENDS
2_359,"You know once you are inside, you don't have to knock anymore.",Hey,0.0,0.0,0.0,FRIENDS
2_141,We think it was trying to spell out monkey.,He also found an M and an O.,0.0,0.0,0.0,FRIENDS
2_283,Dee. The sarcastic sister from What's Happening.,Who?,-0.25,0.168,-0.41800000000000004,FRIENDS
2_24,"Uh, okay. The fifth dentist caved and not they're all recommending Trident?","Guys, guess what guess what guess what.",0.2263,-0.3786,0.6049,FRIENDS
2_197,Ah your own brand of vigilante justice.,"No, we took her to lunch",0.5267,0.0,0.5267,FRIENDS
2_493,Did you tell her about the magical night that starts with the flush of every toilet?,"So Ross, how was the date the other night?",0.0,0.0,0.0,FRIENDS
2_573,"Oh I see, I thought you just really really liked your new couch.","No, that's my arm.",0.5222,0.7815,-0.2593,FRIENDS
2_440,"No its not big, not at all. Kind of the same lines as, I don't know, having a third nipple!",I didn't know it was a big secret.,-0.3595,-0.6486,0.28909999999999997,FRIENDS
2_105,Why? You never look down in the shower?  Oh please I am allowed one joke in the monkey is penis genre.,This is so exciting! I haven't seen my monkey in almost a year,0.594,0.6606,-0.06659999999999999,FRIENDS
2_3,And I think my testicles may be in here too,"Oh yeah sure, what do you need? We got lace, satin, sateen, rafia, gingam , felt.",0.0,0.594,-0.594,FRIENDS
2_71,"ThatÕs good, just keep rubbing your head. That will turn back time","No, no, no, the love part? Oh my god!",0.4404,0.9416,-0.5012,FRIENDS
2_172,The whole thing! Can we go?,Which part exactly?,0.0,0.837,-0.837,FRIENDS
2_163,"Oh boy, I just can't watch. It's too scary!",Rach? What are you doing?,-0.5411,0.0,-0.5411,FRIENDS
2_406,For what? For letting you throw me out of your office?,I was gonna give you a chance to apologise to me.,0.0,0.5106,-0.5106,FRIENDS
2_423,Like I have nothing better to do!,"Ohh ..  Oh, that's okay I hate when people come back to complement the chef.",0.0992,-0.4753,0.5745,FRIENDS
2_313,"Oh sure, go with the sissy.",Yeah.,0.3182,0.8256,-0.5074000000000001,FRIENDS
2_186,"Excellent hole, Joe.","Hey, you guys! Take a look at this!  Check this baby out, dug me a hole!",0.5719,0.0,0.5719,FRIENDS
2_611,Just tell me how.,Oh. Well then shut me up.,0.0,0.8264,-0.8264,FRIENDS
2_429,"I really, really enjoyed it. Very exotic.","Very good,  so good.",0.5956,0.8203,-0.2247,FRIENDS
2_357,"Stating the obvious, but thank you. And it's not weird is it.",Nice! Wow Phoebe you are good!,0.6158,0.9401,-0.32430000000000003,FRIENDS
2_282,What-wh-what so we'll just stay married forever?,"Wow! This is so amazing. I uh, I really thought I'd have to talk you into this more.",0.0,0.8738,-0.8738,FRIENDS
2_43,"Well, y'know I'm 29. I mean who needs a savings account.","A TV as if it appears from nowhere! That's the dream! Man, how did you afford this stuff?",0.2732,0.695,-0.42179999999999995,FRIENDS
2_575,Why? Because she can sing and play guitar and do both at the same time?,I like her.,0.4137,0.8997,-0.48600000000000004,FRIENDS
2_177,I can show you an ID if you want?,This is Bonnie?  This is Bonnie?  You're Bonnie?,0.0772,0.0,0.0772,FRIENDS
2_617,And protected them from a tornado?,"Okay, so I",0.4404,-0.1935,0.6339,FRIENDS
2_341,"Well, I'd gotten Judy pregnant. I still don't know how that happened.","Oh, I don't think I ever heard that story.",0.2732,0.4019,-0.12869999999999998,FRIENDS
2_318,Was it not pain-free?,Okay.  Ow!!!!! Ow-oh-oh!,0.0,0.7156,-0.7156,FRIENDS
2_250,"Oh, you say someone's name enough, they turn around.",Oh my God!,0.0,0.8513,-0.8513,FRIENDS
2_560,So now I have to go so he'll think that I'm totally ok with seeing him!,"And she was like ""Oh, don't worry! I asked him. He's totally ok with seeing you!"".",0.4186,0.7896,-0.37099999999999994,FRIENDS
2_248,"I mean, you and I we're just, y'know, we're nothing, we're goofin' around.","Oh, is this about you-you dating the nurse? Yeah, Joey already told me, and I am so-so fine.",0.0,0.4588,-0.4588,FRIENDS
2_260,"Okay, are you aware unagi  is an eel?",Unagi. I'm always aware.,0.2263,0.0,0.2263,FRIENDS
2_542,"Uh, Rachel's here, so good luck man, let me know how it works out.","Dude, what am I gonna",0.7917,0.3382,0.45349999999999996,FRIENDS
2_504,"All right, okay, well, apparently not!","So you like the drums! That's, that's great! Y'know, I was worried, that, you know, they would maybe an unbearable living situation.",0.5093,0.7401,-0.2308,FRIENDS
2_54,"That's easy for you to say, you weren't almost just killed.","Joey, please don't do that. I think it's best that we just forget about it.",0.7418,0.8779,-0.1361,FRIENDS
2_474,Lovely,About a half an hour.,0.5859,0.0,0.5859,FRIENDS
2_189,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",We're supposed to meet my parents in 15 minutes.,0.6124,0.0,0.6124,FRIENDS
2_550,All right I'll have one.,"No, no, it's just my tooth.",0.0,0.2263,-0.2263,FRIENDS
2_151,"Yeah, I mean, it would be rude to them for us to leave now.","Well maybe, you know, maybe we should stay for one song.",-0.25,0.5106,-0.7606,FRIENDS
2_254,"Yeah. Yeah, that's what you need a good .. pill.","I go see my doctor tomorrow, I'll ask her about this. Maybe she can give me a pill or something.",0.743,0.296,0.447,FRIENDS
2_31,"Even if people are on it!""","You know what else I'm not gonna miss? ""I'm Monica. I wash the toilet 17 times a day.",0.0,0.1139,-0.1139,FRIENDS
2_315,"I guess you'd know that, being one of the two of us, though, right?","So. I just thought the two of us should hang out for a bit. I mean, you know, we've never really talked.",0.0,0.0,0.0,FRIENDS
2_548,"Almost! But first, we gotta start.",So were done then!,0.0,0.453,-0.453,FRIENDS
2_128,You building a post office?,"Hey, we know how we always say we need a place for the mail? Well I started building one, but then, I decided to take it to the next step.",0.0,0.1406,-0.1406,FRIENDS
2_247,Uh yes! Thank you.,Am I interrupting?,0.6696,0.34,0.32959999999999995,FRIENDS
2_97,It would be nice to have a little guarantee though.,"Yeah, I'm pretty confident about that. That's what makes it so easy for me to be 80% happy for Monica and Chandler!",0.5434,0.9603,-0.41690000000000005,FRIENDS
2_410,If you wanna put a label on it.,You mean they're lovers.,0.0,0.8591,-0.8591,FRIENDS
2_558,I can see it from right here. It'll cost you one husband.,My boots in tan! Hey! Can you get a little closer so I can see the price?,0.0,-0.814,0.814,FRIENDS
2_289,"Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!",No. We were in the middle of sex .. and,-0.6571,0.296,-0.9531000000000001,FRIENDS
2_102,No Blanche she is upset because they keep changing the taste of coke.,Is this about Arnie?,-0.5859,0.4871,-1.073,GOLDENGIRLS
2_351,"No Rose, she is depressed because Marvel had manners on only once a week",Do you think she is depressed about Rebecca,-0.4019,-0.765,0.36310000000000003,GOLDENGIRLS
2_350,"No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.",Are you nervous cause you haven't met Michael's fiancee?,-0.5106,-0.2289,-0.28170000000000006,GOLDENGIRLS
2_587,"Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.",Have you found her?,0.2144,0.0,0.2144,GOLDENGIRLS
2_612,"I don't know Rose, maybe Marry Poppins has an Italian cousin.",What about us? Whose gonna keep after us. Make us linguini and tell us story about Cicily.,0.0,0.2644,-0.2644,GOLDENGIRLS
2_89,On the home shopping network,Where did it turn up Dorothy?,0.0,0.6705,-0.6705,GOLDENGIRLS
2_599,No I am upset because crocodin turbs are wearing darker colors.,I guess you are still upset with me about last night aren't you?,-0.5859,-0.3818,-0.2041,GOLDENGIRLS
2_182,The liberarche marquee at Caesar's palace,Whats coming down?,0.0,0.0,0.0,GOLDENGIRLS
2_292,"No, she is going to sit here where itÕs a 112 degrees and eat enchiladas.",You going out?,0.0,0.0,0.0,GOLDENGIRLS
2_489,"No, its because I cannot make any sense of those commercials for obsession.",Is it because you threw Michael out?,-0.34,-0.6997,0.35969999999999996,GOLDENGIRLS
2_390,"No, I am depressed becaues Phillis George left the morning news.",Are you depressed about Glen?,-0.5106,-0.5106,0.0,GOLDENGIRLS
2_378,"No Blanche, with a venus fly trap",With a man?,-0.5423,0.6486,-1.1909,GOLDENGIRLS
2_9,"No Rose, go to the corner and open a stand",Shall I set this down someplace?,-0.296,0.0,-0.296,GOLDENGIRLS
2_144,Lords of Arabia,What movie?,0.0,0.2732,-0.2732,GOLDENGIRLS
2_479,No I am worried she might be Phir Resuda's,You worried she might be Gina's?,-0.5267,-0.3535,-0.17319999999999997,GOLDENGIRLS
2_45,"Oh ma no, it was a little girl selling girl scout toilets.",Is that Paolo?,0.0,0.2714,-0.2714,GOLDENGIRLS
2_507,"No, I haven't taken her out of the trunk of the car yet.","Sophia was discharged, is she here?",0.0,0.0,0.0,GOLDENGIRLS
2_398,"Rose, you should sit here and watch her hack herself to death","Dorothy, should I get Sophia a glass of water?",-0.5994,0.0,-0.5994,GOLDENGIRLS
2_281,"Ofcourse no Ma, I am referring to Carrey Grant, he is living in the broom closet.",Are you referring to me?,0.0772,-0.1027,0.1799,GOLDENGIRLS
2_462,"No Rose, at a pie eating contest.",You mean at a funeral?,-0.296,-0.6809,0.38489999999999996,GOLDENGIRLS
2_505,To feed the cat Rose.,Why would she need a kidney?,0.0,0.0,0.0,GOLDENGIRLS
2_74,Show them your slides of Hawaii,"Wait donÕt leave me, what will I do if they come back?",0.0,-0.0516,0.0516,GOLDENGIRLS
2_126,No I am upset because Joe Piscapo didn't get the lead role in rain man.,Are you upset because Blanche is going to sell the house and we can't live together.,-0.5859,-0.5859,0.0,GOLDENGIRLS
2_158,A bucket of chicked. I hope you like it extra flat and crispy,What you get?,0.6597,0.0,0.6597,GOLDENGIRLS
2_255,It's a musical Rose,What kind of a movie is this Dorothy?,0.0,0.0,0.0,GOLDENGIRLS
2_502,I'm worried about whether Michael Jackson will be able to buy the remains of the elephant man.,Still worried about the money you owe the government?,-0.296,-0.296,0.0,GOLDENGIRLS
2_11,His cappucino maker.,Whats under the sheets?,0.0,0.0,0.0,GOLDENGIRLS
2_135,"No, she I supset because Jimmy Swaager can't cover his motel bill",Are you upset because you don't know what to do about Al?,0.0,-0.7783,0.7783,GOLDENGIRLS
2_442,No itÕs the rose in the kitchen thing.,"Just to keep me upto speed Dorothy, it is this negligent arson that prospect of spending the rest of her wiening years in jail thing right?",-0.296,-0.25,-0.045999999999999985,GOLDENGIRLS
2_342,"In what Blanche, dog years?","Momentarily. This is strictly off the record, but Dirk's nearly five years younger that I.",0.0,-0.1901,0.1901,GOLDENGIRLS
2_492,"I'm sorry Sophia, but in Dorothy's defence, it sure sounds a lot like her.",What you think of the only grey head substitute teacher named Dorothy wasting her life away in Miami?,0.7684,0.1926,0.5758,GOLDENGIRLS
2_512,Because it wears a little sunbrella Rose.,How did they know its Spanish?,0.0,0.669,-0.669,GOLDENGIRLS
2_121,What was I doing? My ben gazara in person?,It needs to hear a feminine voice.,0.0,-0.2263,0.2263,GOLDENGIRLS
2_129,What are these? Claws?,Oh I didn't try. I don't wanna risk cracking a nail.,0.0,0.2901,-0.2901,GOLDENGIRLS
2_222,"The little man who lives in there, who turns the light on and off will tell you.",How would I know if they fog up?,0.0,0.0,0.0,GOLDENGIRLS
2_604,"No Rose, I am developing pictures from the magellan space probe","Hi Dorothy, cooking?",-0.296,0.0,-0.296,GOLDENGIRLS
2_352,"No Rose, it stands alone.","Do you have to see 1, 2 and 3 to appreciate it?",-0.4939,0.4696,-0.9635,GOLDENGIRLS
2_344,A hand puppet Rose.,With what?,0.4939,0.0,0.4939,GOLDENGIRLS
2_465,"No Rose, that you should do.",And I am not gonna go Niagra falls in a barrel.,-0.296,-0.296,0.0,GOLDENGIRLS
2_471,Amazing.,Hello everybody! How was your week?,0.5859,0.0,0.5859,SARCASMOHOLICS
2_361,Nooo,"Hi everybody, my name is Scott and I am a sarcasmholic.",0.0,0.5574,-0.5574,SARCASMOHOLICS
2_190,Well scott I am sure we are all really really looking forward to hear your story.,I finally got to admit it to myself. I have got a sarcasm problem.,0.5267,-0.4215,0.9481999999999999,SARCASMOHOLICS
2_271,Sarcasm? Noo.,"Sorry, was that sarcasm?",-0.2263,-0.296,0.06969999999999998,SARCASMOHOLICS
2_306,"No, no no, I just mediate the gorup. I just give up every Tuesday of my life to help these screwups for the good of my health",Sarcasmholic yourself?,0.34,0.0,0.34,SARCASMOHOLICS
2_209,Really?,"He doesn't need to be sarcastic. I mean, that was sarcasm wasn't it?",0.0,-0.4404,0.4404,SARCASMOHOLICS
2_312,Sarcasm? At a sarcasmoholics meeting?,Alright! Definitely!,-0.3094,0.6467,-0.9561000000000001,SARCASMOHOLICS
2_485,You got off to a really good start with the group.,"Oh, we wouldn't bother.",0.4927,0.4023,0.09040000000000004,SARCASMOHOLICS
2_527,We thought you were just here for the company. He is a sarcasmoholic Stewart.,Nooo.,0.0,0.0,0.0,SARCASMOHOLICS
2_596,Noooo. Really?,I am having a bit of trouble telling when people are sarcastic.,0.0,-0.5719,0.5719,SARCASMOHOLICS
2_123,Nooo!,It was quite hard .. Was just being sarcastic!,0.0,-0.4561,0.4561,SARCASMOHOLICS
2_140,Sarcastic? Us? Nooo.,No seriouslty.,-0.3313,-0.296,-0.0353,SARCASMOHOLICS
2_338,And I am sure every person here really really wants you to join our group.,"I mean, you seem like a decent guy.",0.5423,0.7783,-0.236,SARCASMOHOLICS
2_381,Noo..,[nodding] - Was that sarcasm?,0.0,-0.2263,0.2263,SARCASMOHOLICS
2_511,"You said you spent all that money because those boots go with skirts, dresses and pants. What do you plan on wearing? A Chicken suit?",And the boots don't really go with it.,0.0,0.0,0.0,FRIENDS
2_287,"Oh I am sorry, do you need a break?",Oh wait stop! Stop! Stop!,-0.0772,-0.7562,0.6789999999999999,FRIENDS
2_161,I can see it from right here. It'll cost you one husband.,Can you give me a closer look so that I can see the price?,0.0,0.0,0.0,FRIENDS
2_589,Well why don't you check in one of my saddle bags while I chew on a bale of hay.,"Well I don't have them either, where are they?",0.2732,0.2023,0.07089999999999999,FRIENDS
2_523,"Well, I'm a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!","I said ""a little bit"" Ross.",0.3382,0.0,0.3382,FRIENDS
2_491,"Let me think! Let me think! Oh, I don't care.",The wheel or pick a Google card.,-0.4959,0.0,-0.4959,FRIENDS
2_170,The British are coming?,"Hey you guys, guess what?",0.0,0.0,0.0,FRIENDS
2_500,Oh my God I love that! - Really? - NO!,I want to show you something too. You know those big road signs that say Merge? So I was thinking that we could get one fo those signs and hang it over the bed. Because its you and I together - Merge!,0.7835,0.1511,0.6324,FRIENDS
2_303,No thanks Josephine!,"Hey Chandler!, come on in we are knitting pot holders.",-0.4015,0.0,-0.4015,FRIENDS
2_178,"This is so good, that I am gonna enjoy it in the balcony. I can enjoy my view, whilst I enjoy my desert.",Mmm,0.9237,0.0,0.9237,FRIENDS
2_438,Really? Struck down in the prime of life.,"Chandler, I think I am sick",-0.3167,-0.5106,0.19390000000000007,FRIENDS
2_167,"I am not freaking out, why would I be freaking out? A woman named Hildy called and said we will get married, but that happens everyday","I am so sorry, please stop freaking out.",-0.0603,-0.5309,0.4706,FRIENDS
2_373,I was making a coconut phone with a professor.,Where the hell have you been?,0.0,-0.6808,0.6808,FRIENDS
2_623,What do you know? Its a treat for the eyes and the ears.,I think I can see your scalp!,0.4019,0.0,0.4019,FRIENDS
2_236,"Gee, if only she were one and had no idea what a birthday was.","No, it won't be her real birthday.",-0.296,0.7579,-1.0539,FRIENDS
2_546,"Oh sure, she was probably up all night excited about the party she knows is happening.",Oh she is still napping.,0.7506,0.0,0.7506,FRIENDS
2_242,Are you still enjoying your nap?,"Hi Emma, it's the year 2020.",0.5267,0.2263,0.30039999999999994,FRIENDS
2_169,"Hes not right for the part, and if I suggest him my bosses are going to think I am an idiot. And thatÕs something they should learn on their own.",Just pass the tape along.,-0.5106,0.0,-0.5106,FRIENDS
2_34,Is it me or the greetings gone downhill around here?,You son of a bitch!,0.4215,-0.6239,1.0453999999999999,FRIENDS
2_608,"You are right, by saying nice, I am virtually licking her.",Dude. You're married to my sister.,0.4215,0.6249,-0.20340000000000003,FRIENDS
2_524,"Yes and we are ""very"" excited about it.","Anyway, if you don't feel like being alone tonight, Joey and Chandler are coming over to help put together my new furniture.",0.659,-0.1053,0.7643,FRIENDS
