nid,episode,text,sarcasm,audio_path
53_11,53,"Yeah, I, I stumbled onto your channel, um, however many months back with your video on if you are a time traveler and happen to be going to the Coliseum, how do you get the good seats? And I saw that video. I'm like, I'm in, I'm in, show me everything. That could be more your shit if it tried. Yeah, exactly. So I'm a huge fan of your work. I love everything you do and I'm so excited to have you on the show today. I am ever so slightly worried. It's like sending in a really important assignment. It's like, Oh God, I hope they don't hate it.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_11.mp3
53_12,53,"But, uh, no, this is, uh, this is very fun. Oh, thanks so much.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_12.mp3
53_18,53,"I always feel like in the study of history, part of what makes it easy to sort of like have your eyes glaze over, and by you, I mean me, uh, is when it takes like a depersonalized top-down approach of like, here's 3000 years of history and here's the basic gist and like a couple important names that popped up.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_18.mp3
53_20,53,"Rather than the sum total of all of human experience, which we are living right now.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_20.mp3
53_23,53,"Yeah, and if you break your bones getting into a scuffle in said bat neighborhood at 9pm, what kind of medical care are you gonna be getting? Yeah!",1,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_23.mp3
53_24,53,"Hey, here's why you'll die from that medical care. Yeah. And, uh, exactly. Like the whole idea that this will be on the test is the attitude you approach history from, uh, just ruins so many people. Um, you know, it ruins history in the minds of so many people. And so if I can dispel some of that, then I'm doing the right thing on YouTube.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_24.mp3
53_27,53,"Yeah, but, um, well, fun stuff. Reasons I, I love doing this job so much. But, uh, Redd, uh, jumping onto the other side of the world, uh, you had a video most recently on the myth of Tokoyo and the sea monster. This is the kind of myth that I feel like a lot of other",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_27.mp3
60_144,60,"It's cool, check it out. Uh, The Unexpectables, D&D actual play podcast. Ah, no, but I've heard about it. Oh, no, this is, hm.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-60/ospod-episode-60_144.mp3
73_251,73,"There was like a little bit of like a podcasting bubble in like 2020 or so where everyone's like, well, we're all stuck around, so let's go make some podcasts. Uh, and there's a big group. It's never been easier to get decent microphones, so.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-73/ospod-episode-73_251.mp3
63_174,63,"Yeah, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-63/ospod-episode-63_174.mp3
72_45,72,"pretty far in like a 48 hour run without stopping to like sleep or anything, but.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_45.mp3
57_228,57,Right. I didn't know that about you.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-57/ospod-episode-57_228.mp3
62_94,62,"Evening. Oh, God. I had so much fun. Uh, cause.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_94.mp3
60_291,60,"the volume, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-60/ospod-episode-60_291.mp3
71_65,71,"Germany has more castles than Wales because it has like, like, four thousand, I want to say, or like two thousand something, which is true. It has more, but also Germany's huge compared to Wales. So by density, Wales is by far the most.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-71/ospod-episode-71_65.mp3
63_228,63,"Uh, my old videos would work really well if, if combined into a larger story, the impetus for the, the resummarized series. Um, so I took my, after I finished my whole like 11 part Rome thing, haha, there will be more. Uh, I was like, I can put these together. I can create a narrative. So like my, my Punic Wars, my Roman Republic, my Julius Caesar video, they all fit together. That's one narrative. My Augustus trio that fits together. That's one narrative. My, my Roman Empire that, that fits together. That's, that's one narrative.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-63/ospod-episode-63_228.mp3
60_93,60,"Well, guys, imagine if you like fishing, it's pretty neat. Um, there are a lot of live fish in it, which is nuts, but. Cool.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-60/ospod-episode-60_93.mp3
58_54,58,"Yeah. And that was basically just like, just let us know exactly what Pantone color you want the enamel to be and we'll just take it from there. It's like, okay, great. Uh, so just kind of learning about the actual physicality of how this works was a real treat for me. It was, it was like a, how it's made that we were in.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-58/ospod-episode-58_54.mp3
53_84,53,"Which is good. Let's go, Garrett. Let's go! A limbering up over here. Yeah, so. I, I had. Oh, sorry. That, uh, that infinite carpet of research summarizes my grad school experience pretty aptly. Ah, yes. So, I do sympathize.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_84.mp3
63_357,63,"But the victory of getting you to watch Arcane, actually, in one sitting, is, is, it's counterbalancing everything for me.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-63/ospod-episode-63_357.mp3
70_13,70,"And if you are interested in that, it only gets better.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-70/ospod-episode-70_13.mp3
73_286,73,"I don't know. I, I don't think I really get the, oh, that's so much more fucked up than I realized. Cause I'm the kind of person who like rotates things around in my head too much. And I'm like, oh, that's fucked up. That's, that's, I like it. This is cool.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-73/ospod-episode-73_286.mp3
60_83,60,"you know, design plate number 196, Adolf Loos, Nice, France. And I'm like, okay, that's a weird name for a French guy, but whatever. And I didn't think to check that. And the comments are like, Adolf Loos was super Austrian. I'm like, what? How did I miss that? So I found like, oh, the design was submitted for like the few years that he was living in Nice. And I'm like, damn it. So that was my one goo for the video, but, um.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-60/ospod-episode-60_83.mp3
62_346,62,"I've had that happen in High Winds before, so. There's an area of effect.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_346.mp3
62_317,62,"Yeah, cool.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_317.mp3
71_301,71,"I guess it'd just be perched on my shoulder instead of, like, in my hat, Ratatouille style.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-71/ospod-episode-71_301.mp3
77_365,77,And this has been an Overly Sarcastic Podcast.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-77/ospod-episode-77_365.mp3
64_301,64,"10 characters in every scene. Yeah. You just have to double cast people. Uh, the Scottish play was a little bit easier for that, but, um.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-64/ospod-episode-64_301.mp3
70_79,70,"I, I can work with this.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-70/ospod-episode-70_79.mp3
69_265,69,Right.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-69/ospod-episode-69_265.mp3
72_42,72,Yeah. Yeah. Yeah.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_42.mp3
55_270,55,"Um, it was like a white mesh, so I could see out through it from the dark inside the suit, but, uh, people couldn't see in. Very cool. It was a marvel of design, really.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_270.mp3
66_334,66,"It's, it's, it's the fucking, it's over the garden wall. It's just that, aw, beans. Where is that frog of mine? My fiance?",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_334.mp3
63_237,63,"So now there's a, a super great time to introduce new people to the channel through that.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-63/ospod-episode-63_237.mp3
60_129,60,"Yeah, so we're just pushing ahead the, the, uh, bi-weekly pod schedule, just a little bit, so there's a tri-weekly gap.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-60/ospod-episode-60_129.mp3
68_304,68,"It's some kind of like, time's going weird and basically a bird gets like, de-evolved into being like a fucking T-Rex and there's suddenly a T-Rex around. Uh, and that scared the shit out of me. Uh, so I don't even remember any details about it. I am positive it doesn't hold up now. There's no way the effects were good. Um.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-68/ospod-episode-68_304.mp3
54_373,54,Yeah. Oh.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-54/ospod-episode-54_373.mp3
55_135,55,"52 videos a year on, you know, the mainline stuff.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_135.mp3
76_180,76,So many beautiful frames and then I have to go and.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-76/ospod-episode-76_180.mp3
70_97,70,"Put up by the state, paid for meals, like, that's.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-70/ospod-episode-70_97.mp3
64_75,64,"Yes, the, the tale of Shibetaro, which, uh, I had, I had a fun time with. I wasn't.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-64/ospod-episode-64_75.mp3
61_337,61,"Incredible. Well, let's. God. We've gotta. Oh, and, uh, pyro, pyro, pyroqueen.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-61/ospod-episode-61_337.mp3
72_174,72,"Yeah. If you want to do that, I feel like I could, I can kind of pull some of my answers together and I can be like an oracle type character specifically for Superman. So it's like, I'm basically player in Carmen Sandiego, like in my little like reporter cave, doing all kinds of like digging while like Clark's out there doing whatever the hell Superman stuff he's doing this particular week. I feel like, and then we could be buds. So we could like have like our little journalism crew where we hang out.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_174.mp3
57_146,57,"In that case, the flip side of that is that it was absolutely the right call, and me doing my own thing works way better.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-57/ospod-episode-57_146.mp3
74_135,74,"And then they just don't handle them very well, and it's frustrating. It's not like because we made this detailed diatribe, you're not allowed to like your favorite movie anymore. The detailed diatribes are a pulling up of threads and a sussing out of vibes, uh, in, in the, like, the broad scope of, like, what we're, what we're doing with these, so.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-74/ospod-episode-74_135.mp3
71_60,71,"sorry, right, continue.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-71/ospod-episode-71_60.mp3
59_255,59,"Multiple people I know have commented on how much dessert I order. And this is always because I'm on vacation when I'm hanging out with them and therefore eating more dessert than average, but they always feel the need to be like, Oh man, so much dessert. Yeah. Sorry. I enjoy sweet things, AKA the taste of good anyway. Uh, so I have a lot of desserts that I love. Uh, the, the most like over the top one is definitely like a really good, like chocolate fudge sundae is like, that's if I have like nothing else in my body, then it's like, yes, that's, that's going to be it. Um,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-59/ospod-episode-59_255.mp3
58_235,58,"Well, I think it's too off the rails. Devastating. This question comes from Eam.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-58/ospod-episode-58_235.mp3
53_330,53,"I, I love that that has been so consistent. People just are really want to make sure that this wall has a permanent marker of them. And I think that that's so cool. Uh, but the tradition that I have never. Kids doodling on their home.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_330.mp3
62_289,62,"When you kind of get a feel for that, you can be a little bit creative with it. So everyone's not wearing the exact same outfit and everybody's not wearing something that you lifted straight from, like one of those old color in fashion plate, medieval.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_289.mp3
58_300,58,"Can't be, can't be too dour and, and, uh, grim, despite my company name.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-58/ospod-episode-58_300.mp3
63_146,63,"Yes, the, uh, season three finale of Rolling with Difficulty is coming out this Friday? This Friday. Yeah, so.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-63/ospod-episode-63_146.mp3
73_0,73,"And Trent just continually sets that theme. It'll just be like, if you're kind of acclimated to it, it's like, this is fine. And then if you like switch off your brain a second and like reset, you're like, this is the most horrifying concept I've ever heard. And we're just dealing with this. This is just the kind of shit they can run into in, in, in space. Um.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-73/ospod-episode-73_0.mp3
57_48,57,"hold on, yeah, maximum spice for flavors. So that was a lot of fun. Uh, and honestly, like the short ones are always good because I, you know, they're pretty quick to illustrate so I can kind of go ham on it a little bit. Although this one, there wasn't really much to make too complicated.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-57/ospod-episode-57_48.mp3
55_361,55,And we could hang out with Dr. Van Helsing whenever he's not on screen. She's like.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_361.mp3
73_127,73,"Yeah, yeah, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-73/ospod-episode-73_127.mp3
53_202,53,"And that was another thing that, of course, some of these are smashed deliberately. In Egypt, in particular, there's this idea that the spirit inside a statue breathes through the nose. And if you smash the nose, it kills the statue. Oh, wow.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_202.mp3
61_136,61,"Yeah. And if you treat it like a template, you're going to get stories that are very paid by the numbers. They're not always bad, but they're always very, have been done before. So.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-61/ospod-episode-61_136.mp3
66_291,66,"And I was looking into this, not because I actually wanted to do it.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_291.mp3
60_225,60,"You know, the voices of the people who want to tell those stories and have the right to rather than try and sift through the nightmare research rabbit holes of like, can I find a source for this story that wasn't written by some white guy who didn't cite his fucking sources and won't even specify the name of the storyteller who told this to him?",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-60/ospod-episode-60_225.mp3
72_151,72,"hm, DC superheroes. There are so many.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_151.mp3
77_23,77,"She came back! So we were already like, wow, okay.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-77/ospod-episode-77_23.mp3
72_53,72,"It was a very useful conversation. It also helped me, uh, immediately jump into writing the intro for the next video. Um, slight, uh, slight little peek ahead. Patrons know what's up.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-72/ospod-episode-72_53.mp3
59_176,59,You are the basic bitch. I am the bitch. I am the bitch.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-59/ospod-episode-59_176.mp3
54_49,54,"Yeah. Yeah. That would be pretty funny. Um, but, uh.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-54/ospod-episode-54_49.mp3
78_237,78,"I completely fucking forgot about Ghostbusters. One of my all time favorite Halloween watches. Ah, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-78/ospod-episode-78_237.mp3
53_233,53,"But yeah, that's basically me covered. Perseus Tufts, Project Gutenberg Archive.org. So.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_233.mp3
63_362,63,Vi benefiting by the touch of a lesbian sounds like out of context spoilers.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-63/ospod-episode-63_362.mp3
76_76,76,"I don't know. I, uh, it was one of those things where I sort of laid out everything I'd found in roughly chronological order and was like, all right, what threads can I actually trace through? Where were they at? What times? What changes happened? And I, I really hope people like it because I feel like there's not much of a thesis here. And then people really liked it, which is good because that was great.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-76/ospod-episode-76_76.mp3
57_294,57,"I, I, Honda wasn't just all the Twilight Princess when I was in high school.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-57/ospod-episode-57_294.mp3
62_86,62,"Oh, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_86.mp3
71_71,71,"As far as I'm aware, that, that sounds roughly correct. Right. Yeah. We've never spoken",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-71/ospod-episode-71_71.mp3
78_217,78,"Well, yeah, but similarly, they, they have, they have swinter, which is a winter and summer.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-78/ospod-episode-78_217.mp3
61_335,61,"Yeah. He's valid. I'm sorry. He hangs out with Ardeth Bay too much for me to pay attention to him. Oh, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-61/ospod-episode-61_335.mp3
59_47,59,"He wasn't there. Unfortunately, he just wasn't.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-59/ospod-episode-59_47.mp3
75_287,75,"I, you know, love what they, what they did with that.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-75/ospod-episode-75_287.mp3
62_39,62,"Yeah, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-62/ospod-episode-62_39.mp3
75_185,75,"Also, Outlander's more, like, romance-focused, is my understanding, if you're going to compare the two head-to-head. Got it.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-75/ospod-episode-75_185.mp3
79_128,79,Yeah. Yeah. Yeah.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-79/ospod-episode-79_128.mp3
76_191,76,Nice.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-76/ospod-episode-76_191.mp3
66_95,66,"that complex web of characters where a few of the mains don't even interact with each other and yet everything still fits together so well on this just ridiculous tapestry of broken families and people who love each other and really don't want to, um, or rather would have their lives be so much easier if they didn't. Uh, it is spectacular that it",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_95.mp3
71_220,71,"Um, but. As someone who, uh, read the Guns of August over summer vacation in seventh grade and hated every second of it, uh, history is very, very hard to get through unless you're interested in at least one part of it. If you have a foothold, the history becomes so fascinating because everything is interconnected. So like, I only find history interesting in the context of contextualizing the myths I research and how they develop. I think that's very fun. And that makes it possible for me to research history that I could not get through at the time. So.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-71/ospod-episode-71_220.mp3
66_44,66,It's true. Yeah. Oh my god.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_44.mp3
65_194,65,"Yeah, I think that covers it. I mean, obviously, I love the pins. It's so cool to meet it.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-65/ospod-episode-65_194.mp3
54_366,54,So that was my favorite part of every Muppet Show episode when they would make a special Muppet version of the guest star. That was always just solid gold.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-54/ospod-episode-54_366.mp3
74_14,74,Of course you are. And it only gets better because World Anvil is offering a special discount for all you lovely listeners. Just use code overly sarcastic for up to 40% off any yearly membership. Thank you again to World Anvil for sponsoring today's podcast.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-74/ospod-episode-74_14.mp3
80_4,80,"It's, it's the best Mario game. I would die on that hill. Um, Blue Diva Ferret Space Phenomenon.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-80/ospod-episode-80_4.mp3
55_186,55,"So, it seems great.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_186.mp3
71_159,71,"Yeah, yeah, that makes sense. Yeah. In terms of fun fact, I think we're all making it out of this.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-71/ospod-episode-71_159.mp3
57_99,57,"Ooh, the most surprising thing? Um.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-57/ospod-episode-57_99.mp3
55_23,55,"three years since I was last in Florence, and it's, it's still.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-55/ospod-episode-55_23.mp3
61_345,61,"I feel like I, maybe it's just cause I'm a noted soup bitch, but the creamy hard soup does look particularly tasty to me. I feel like I want to know what it tastes like so bad. It's a mystery and I want to solve it.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-61/ospod-episode-61_345.mp3
53_97,53,"I, I enjoyed it, but oh man, that was, that was a big one. That, that video, I, I could definitely feel like running away from me under my feet and I only barely was able to kind of like lasso it into place by the time I got to the, the end of page three on the script and I'm like, no, we're done, we're done. This is where it ends.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_97.mp3
66_96,66,fits together so well.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_96.mp3
66_104,66,neat. Yeah.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_104.mp3
66_247,66,"first expo, like, ever?",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_247.mp3
57_314,57,Don't 100% complete something unless it's fun for you. Don't do what I'm doing.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-57/ospod-episode-57_314.mp3
75_132,75,"mugs, um, and also the home of our pins, um, overly sarcastic dot shop, fun new domain name, all our own, uh, and this will be the new main place where everything is, um, our,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-75/ospod-episode-75_132.mp3
53_296,53,That's a fun one. Yeah.,0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_296.mp3
70_187,70,"Uh, this one's for you, Blue. Discourses on Levi?",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-70/ospod-episode-70_187.mp3
53_333,53,"Okay, but like, if you were that person, and then the boat sank.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-53/ospod-episode-53_333.mp3
67_325,67,"Not a spark of recognition in those eyes. Our prom happened, uh, at the Adler Planetarium in Chicago, and we had a view of fireworks, uh, so it was really nice. Truly a magical evening.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-67/ospod-episode-67_325.mp3
79_59,79,"Yeah, yeah.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-79/ospod-episode-79_59.mp3
66_277,66,"Yeah, I think pa-waffles are more consistent. I feel like pancakes have higher highs and lower lows.",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-66/ospod-episode-66_277.mp3
61_367,61,"Yeah, but, uh, needless to say, the food in the rest of the wild generally looks pretty good, so I'm looking forward to seeing what culinary delights Tears of the Kingdom brings us, but that's a question for another time, because we have to wrap up this podcast. So Red, are you ready to take us out?",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-61/ospod-episode-61_367.mp3
78_186,78,"Guest room for like two straight weeks. And that's not fun. That's not a way to engage with the culture in a, in a healthy and enjoyable way. So my first, it kind of came in waves. My first,",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-78/ospod-episode-78_186.mp3
59_280,59,"Well, we've got time for one last question here today. This one comes from Otz to, oh, wait, Roman numerals. Uh, V1, VI. Six. Six. Yes. Otz, six. I hope that's right, and if it's not, never know. Uh, to all, what is your favorite way to eat potatoes?",0,/Users/minjoolee/Downloads/MUStARD/PodSarc/all_processed/overly-sarcastic-podcast__ospod-episode-59/ospod-episode-59_280.mp3
